ticker,date,open,high,low,close
UMA,2020-05-25,1.352,1.382,1.351,1.374
UMA,2020-05-26,1.374,1.374,1.354,1.368
UMA,2020-05-27,1.368,1.43,1.368,1.374
UMA,2020-05-28,1.374,1.456,1.364,1.364
UMA,2020-05-29,1.364,1.368,1.353,1.368
UMA,2020-05-30,1.368,1.514,1.368,1.481
UMA,2020-05-31,1.481,1.481,1.373,1.373
UMA,2020-06-01,1.373,1.479,1.373,1.462
UMA,2020-06-02,1.462,1.462,1.4,1.401
UMA,2020-06-03,1.401,1.453,1.401,1.453
UMA,2020-06-04,1.453,1.504,1.437,1.494
UMA,2020-06-05,1.494,1.494,1.471,1.479
UMA,2020-06-06,1.479,1.495,1.464,1.465
UMA,2020-06-07,1.465,1.481,1.424,1.456
UMA,2020-06-08,1.456,1.486,1.456,1.471
UMA,2020-06-09,1.471,1.502,1.451,1.492
UMA,2020-06-10,1.492,1.555,1.404,1.409
UMA,2020-06-11,1.409,1.409,1.278,1.28
UMA,2020-06-12,1.28,1.331,1.28,1.295
UMA,2020-06-13,1.295,1.3,1.284,1.293
UMA,2020-06-14,1.293,1.293,1.243,1.252
UMA,2020-06-15,1.252,1.257,1.237,1.247
UMA,2020-06-16,1.247,1.278,1.247,1.261
UMA,2020-06-17,1.261,1.333,1.246,1.321
UMA,2020-06-18,1.321,1.353,1.307,1.353
UMA,2020-06-19,1.353,1.353,1.203,1.316
UMA,2020-06-20,1.316,1.357,1.316,1.355
UMA,2020-06-21,1.355,1.435,1.337,1.433
UMA,2020-06-22,1.433,1.777,1.433,1.777
UMA,2020-06-23,1.777,1.91,1.745,1.903
UMA,2020-06-24,1.903,2.112,1.836,2.112
UMA,2020-06-25,2.112,2.235,2.087,2.206
UMA,2020-06-26,2.206,2.347,2.173,2.297
UMA,2020-06-27,2.297,2.371,2.196,2.23
UMA,2020-06-28,2.23,2.284,1.711,1.941
UMA,2020-06-29,1.941,1.969,1.832,1.839
UMA,2020-06-30,1.839,1.947,1.821,1.947
UMA,2020-07-01,1.947,2.07,1.947,2.07
UMA,2020-07-02,2.07,2.153,1.915,2.146
UMA,2020-07-03,2.146,2.146,2.133,2.135
UMA,2020-07-04,2.135,2.181,2.135,2.16
UMA,2020-07-05,2.16,2.16,2.107,2.107
UMA,2020-07-06,2.107,2.279,2.107,2.257
UMA,2020-07-07,2.257,2.257,2.146,2.146
UMA,2020-07-08,2.146,2.216,2.133,2.205
UMA,2020-07-09,2.205,2.205,1.93,1.944
UMA,2020-07-10,1.944,2.06,1.937,2.06
UMA,2020-07-12,2.043,2.074,1.957,1.957
UMA,2020-07-13,1.957,2.01,1.77,1.786
UMA,2020-07-14,1.786,1.793,1.654,1.717
UMA,2020-07-15,1.717,1.827,1.697,1.805
UMA,2020-07-17,1.769,1.883,1.763,1.883
UMA,2020-07-18,1.883,1.907,1.846,1.846
UMA,2020-07-19,1.846,1.924,1.846,1.897
UMA,2020-07-20,1.897,2.095,1.872,2.095
UMA,2020-07-21,2.095,2.224,2.08,2.111
UMA,2020-07-22,2.111,2.552,2.111,2.503
UMA,2020-07-23,2.503,2.941,2.503,2.941
UMA,2020-07-24,2.941,3.621,2.941,3.607
UMA,2020-07-25,3.607,4.643,3.607,4.331
UMA,2020-07-26,4.331,4.414,3.896,4.086
UMA,2020-07-28,4.23,4.251,3.794,3.794
UMA,2020-07-29,3.794,3.953,3.794,3.867
UMA,2020-07-30,3.867,4.164,3.867,4.164
UMA,2020-07-31,4.609,4.695,3.854,4.21
UMA,2020-08-01,4.21,5.29,3.89,4.3
UMA,2020-08-02,4.3,4.853,3.999,4.853
UMA,2020-08-03,4.853,4.855,4.04,4.55
UMA,2020-08-04,4.55,4.55,4.13,4.15
UMA,2020-08-05,4.15,4.407,3.804,4.23
UMA,2020-08-06,4.23,4.529,4.052,4.052
UMA,2020-08-07,4.052,4.529,4.0,4.347
UMA,2020-08-08,4.347,4.53,4.202,4.53
UMA,2020-08-09,4.53,4.94,4.203,4.23
UMA,2020-08-10,4.23,5.606,4.23,5.586
UMA,2020-08-11,5.586,6.097,4.998,5.697
UMA,2020-08-12,5.697,6.55,4.875,5.76
UMA,2020-08-13,5.76,6.653,5.555,6.608
UMA,2020-08-14,6.608,8.008,6.602,7.265
UMA,2020-08-15,7.235,8.432,6.546,7.437
UMA,2020-08-16,7.164,8.109,6.265,7.571
UMA,2020-08-17,7.532,7.532,6.365,6.853
UMA,2020-08-18,7.136,8.889,7.129,7.322
UMA,2020-08-19,7.324,8.814,6.938,6.974
UMA,2020-08-20,6.974,7.609,6.974,7.16
UMA,2020-08-21,7.186,7.233,6.381,6.542
UMA,2020-08-22,6.542,6.583,6.036,6.315
UMA,2020-08-23,6.549,6.549,6.291,6.373
UMA,2020-08-24,6.373,6.969,6.373,6.896
UMA,2020-08-25,6.762,6.994,5.756,6.557
UMA,2020-08-26,6.557,7.14,6.383,7.083
UMA,2020-08-27,7.083,8.602,6.968,8.559
UMA,2020-08-28,8.559,12.82,8.368,12.21
UMA,2020-08-29,12.21,19.4,10.57,10.57
UMA,2020-08-30,10.57,17.18,10.47,15.79
UMA,2020-08-31,15.79,24.27,15.69,22.21
UMA,2020-09-01,22.21,28.03,20.53,24.5
UMA,2020-09-02,24.5,25.14,18.09,23.49
UMA,2020-09-03,23.49,24.39,16.44,16.92
UMA,2020-09-04,16.92,19.18,16.23,18.4
UMA,2020-09-05,18.4,19.91,9.889,12.24
UMA,2020-09-06,12.03,16.56,11.08,15.89
UMA,2020-09-07,16.26,16.48,13.67,15.15
UMA,2020-09-08,15.15,17.04,14.02,15.58
UMA,2020-09-09,15.58,18.0,15.12,16.17
UMA,2020-09-10,16.24,17.49,15.93,16.97
UMA,2020-09-11,16.97,18.19,15.3,17.65
UMA,2020-09-12,17.65,19.9,17.2,18.83
UMA,2020-09-13,18.83,19.32,15.85,17.21
UMA,2020-09-14,17.21,17.97,16.33,17.31
UMA,2020-09-15,17.57,17.75,15.24,15.91
UMA,2020-09-16,15.91,16.08,14.0,14.39
UMA,2020-09-17,14.39,15.05,12.82,12.86
UMA,2020-09-18,12.86,13.7,11.6,11.65
UMA,2020-09-19,11.65,13.65,11.28,12.5
UMA,2020-09-20,12.5,16.17,12.08,13.2
UMA,2020-09-21,13.2,13.3,10.0,11.18
UMA,2020-09-22,11.18,11.6,10.41,10.82
UMA,2020-09-23,10.82,10.82,8.8,8.921
UMA,2020-09-24,8.921,10.4,8.82,10.29
UMA,2020-09-25,10.29,10.69,9.965,10.37
UMA,2020-09-26,10.37,10.6,10.03,10.47
UMA,2020-09-27,10.47,10.98,9.605,10.03
UMA,2020-09-28,10.03,10.57,9.861,10.0
UMA,2020-09-29,10.02,10.02,9.128,9.512
UMA,2020-09-30,9.504,9.656,8.6,8.879
UMA,2020-10-01,8.879,9.212,8.281,8.447
UMA,2020-10-02,8.447,8.632,7.278,7.835
UMA,2020-10-03,7.835,8.018,7.616,7.951
UMA,2020-10-04,7.951,7.971,6.734,7.051
UMA,2020-10-05,7.051,7.395,6.95,7.178
UMA,2020-10-06,7.178,7.259,6.504,6.53
UMA,2020-10-07,6.53,6.555,5.839,6.01
UMA,2020-10-08,6.01,6.572,5.831,6.572
UMA,2020-10-09,6.572,12.76,6.56,10.0
UMA,2020-10-10,10.0,10.26,8.834,8.939
UMA,2020-10-11,8.939,9.713,8.466,8.78
UMA,2020-10-12,8.78,9.999,8.648,9.442
UMA,2020-10-13,9.442,9.72,8.69,9.207
UMA,2020-10-14,9.207,9.233,8.136,8.372
UMA,2020-10-15,8.372,8.425,7.76,8.17
UMA,2020-10-16,8.17,8.201,7.508,7.618
UMA,2020-10-17,7.618,7.849,7.324,7.444
UMA,2020-10-18,7.444,10.25,7.33,9.164
UMA,2020-10-19,9.164,9.413,8.377,8.549
UMA,2020-10-20,8.549,8.797,8.02,8.085
UMA,2020-10-21,8.085,8.656,7.931,8.151
UMA,2020-10-22,8.151,8.499,7.959,8.209
UMA,2020-10-23,8.209,8.252,7.814,8.045
UMA,2020-10-24,8.045,8.353,7.939,8.238
UMA,2020-10-25,8.26,8.26,7.722,7.818
UMA,2020-10-26,7.818,8.008,7.423,7.684
UMA,2020-10-27,7.684,8.073,7.164,7.239
UMA,2020-10-28,7.257,8.254,6.954,7.151
UMA,2020-10-29,7.151,8.2,7.024,7.249
UMA,2020-10-30,7.249,7.277,6.834,6.866
UMA,2020-10-31,6.858,7.12,6.668,6.748
UMA,2020-11-01,6.748,7.146,6.662,6.895
UMA,2020-11-02,6.924,7.338,6.693,6.864
UMA,2020-11-03,6.864,6.873,6.424,6.61
UMA,2020-11-04,6.623,6.694,6.328,6.638
UMA,2020-11-05,6.638,6.818,6.399,6.771
UMA,2020-11-06,6.779,7.469,6.761,7.445
UMA,2020-11-07,7.445,7.765,6.717,6.89
UMA,2020-11-08,6.89,7.35,6.847,7.2
UMA,2020-11-09,7.2,7.289,6.786,6.956
UMA,2020-11-10,6.956,7.749,6.903,7.606
UMA,2020-11-11,7.606,9.4,7.526,8.506
UMA,2020-11-12,8.506,8.543,7.533,7.72
UMA,2020-11-13,7.72,8.448,7.72,8.176
UMA,2020-11-14,8.176,8.363,7.696,8.185
UMA,2020-11-15,8.173,8.738,7.787,8.324
UMA,2020-11-16,8.405,8.471,7.966,8.31
UMA,2020-11-17,8.31,8.8,8.098,8.151
UMA,2020-11-18,8.151,8.349,7.773,8.026
UMA,2020-11-19,8.026,8.239,7.645,7.794
UMA,2020-11-20,7.794,8.398,7.77,7.962
UMA,2020-11-21,7.962,8.677,7.895,8.495
UMA,2020-11-22,8.495,8.53,7.702,8.134
UMA,2020-11-23,8.134,8.6,8.015,8.518
UMA,2020-11-24,8.518,9.43,8.147,9.085
UMA,2020-11-25,9.085,9.085,8.0,8.322
UMA,2020-11-26,8.322,8.634,7.092,7.593
UMA,2020-11-27,7.593,7.78,7.298,7.607
UMA,2020-11-28,7.607,8.737,7.432,7.988
UMA,2020-11-29,7.988,8.333,7.813,8.118
UMA,2020-11-30,8.173,8.324,7.871,8.103
UMA,2020-12-01,8.167,8.322,7.611,7.8
UMA,2020-12-02,7.8,8.02,7.506,7.918
UMA,2020-12-03,7.918,8.268,7.689,7.928
UMA,2020-12-04,7.928,8.135,7.401,7.401
UMA,2020-12-05,7.401,8.052,7.401,7.824
UMA,2020-12-06,7.824,8.038,7.77,7.925
UMA,2020-12-07,7.925,7.96,7.723,7.803
UMA,2020-12-08,7.803,8.14,7.23,7.315
UMA,2020-12-09,7.276,7.558,6.907,7.53
UMA,2020-12-10,7.533,7.556,7.1,7.212
UMA,2020-12-11,7.212,7.25,6.75,7.028
UMA,2020-12-12,7.067,7.874,7.032,7.268
UMA,2020-12-13,7.268,7.594,7.213,7.5
UMA,2020-12-14,7.5,7.506,7.281,7.355
UMA,2020-12-15,7.355,7.521,7.319,7.449
UMA,2020-12-16,7.39,13.65,7.37,9.15
UMA,2020-12-17,9.184,9.318,8.56,8.6
UMA,2020-12-18,8.6,8.634,8.175,8.432
UMA,2020-12-19,8.471,8.666,7.952,8.144
UMA,2020-12-20,8.144,8.158,7.618,7.764
UMA,2020-12-21,7.764,10.49,7.5,9.338
UMA,2020-12-22,9.338,14.0,8.273,8.993
UMA,2020-12-23,8.993,9.2,7.522,7.846
UMA,2020-12-24,7.846,8.749,7.525,8.182
UMA,2020-12-25,8.182,8.593,7.947,8.105
UMA,2020-12-26,8.105,8.303,7.743,7.839
UMA,2020-12-27,7.839,8.392,7.613,7.888
UMA,2020-12-28,7.888,8.376,7.838,7.901
UMA,2020-12-29,7.901,8.36,7.539,8.006
UMA,2020-12-30,7.98,8.122,7.769,7.858
UMA,2020-12-31,7.864,7.943,7.517,7.596
UMA,2021-01-01,7.596,8.45,7.561,7.907
UMA,2021-01-02,7.907,8.489,7.798,8.269
UMA,2021-01-03,8.269,8.666,7.968,8.361
UMA,2021-01-04,8.361,10.26,8.22,8.813
UMA,2021-01-05,8.813,9.54,8.275,9.253
UMA,2021-01-06,9.253,9.99,8.845,9.702
UMA,2021-01-07,9.702,11.7,9.601,9.957
UMA,2021-01-08,9.957,10.27,8.967,9.657
UMA,2021-01-09,9.657,10.42,9.279,9.762
UMA,2021-01-10,9.762,10.38,8.668,9.449
UMA,2021-01-11,9.449,9.805,7.351,8.372
UMA,2021-01-12,8.372,8.872,8.091,8.179
UMA,2021-01-13,8.179,8.991,7.872,8.93
UMA,2021-01-14,8.93,9.697,8.663,9.211
UMA,2021-01-15,9.208,9.597,8.59,9.295
UMA,2021-01-16,9.295,11.43,9.221,10.36
UMA,2021-01-17,10.36,10.7,9.641,10.34
UMA,2021-01-18,10.34,11.26,9.965,11.06
UMA,2021-01-19,11.0,12.89,11.0,11.51
UMA,2021-01-20,11.59,11.77,10.22,11.43
UMA,2021-01-21,11.43,12.62,9.806,10.88
UMA,2021-01-22,10.88,13.2,9.907,11.42
UMA,2021-01-23,11.42,11.76,11.02,11.14
UMA,2021-01-24,11.14,11.76,11.1,11.54
UMA,2021-01-25,11.54,12.2,10.79,10.88
UMA,2021-01-26,10.88,11.2,10.25,11.08
UMA,2021-01-27,11.08,11.09,9.778,9.951
UMA,2021-01-28,9.951,10.8,9.792,10.51
UMA,2021-01-29,10.51,10.99,10.2,10.72
UMA,2021-01-30,10.72,11.45,10.28,11.21
UMA,2021-01-31,11.21,12.03,10.61,11.08
UMA,2021-02-01,11.08,11.33,10.79,11.24
UMA,2021-02-02,11.25,18.88,11.25,16.65
UMA,2021-02-03,16.65,41.31,14.5,26.59
UMA,2021-02-04,26.59,28.3,23.7,26.1
UMA,2021-02-05,33.94,35.79,29.18,32.17
UMA,2021-02-06,32.17,34.07,28.31,29.88
UMA,2021-02-07,29.88,31.01,26.92,28.43
UMA,2021-02-08,28.43,30.46,28.13,28.74
UMA,2021-02-09,28.74,29.57,27.99,28.93
UMA,2021-02-10,28.93,32.63,27.35,28.83
UMA,2021-02-11,28.83,30.28,27.99,29.16
UMA,2021-02-12,29.43,29.43,29.18,29.18
UMA,2021-02-13,31.31,31.31,31.15,31.15
UMA,2021-02-14,31.15,31.15,29.74,29.74
UMA,2021-02-15,29.74,29.74,28.98,28.98
UMA,2021-02-16,26.14,27.73,24.72,25.62
UMA,2021-02-17,25.62,28.02,23.92,27.75
UMA,2021-02-18,27.75,28.94,26.96,27.5
UMA,2021-02-19,27.5,27.7,25.5,25.66
UMA,2021-02-20,27.52,27.52,25.71,25.71
UMA,2021-02-21,25.71,26.92,25.71,26.92
UMA,2021-02-22,26.92,26.92,25.0,25.16
UMA,2021-02-23,25.16,25.16,17.31,21.8
UMA,2021-02-24,21.8,24.41,20.69,22.14
UMA,2021-02-25,22.14,22.6,19.59,19.65
UMA,2021-02-26,19.65,21.13,18.5,19.78
UMA,2021-02-27,19.78,21.68,19.49,20.39
UMA,2021-02-28,20.39,20.48,17.48,19.52
UMA,2021-03-01,19.52,20.95,19.27,20.75
UMA,2021-03-02,20.75,23.05,20.29,21.26
UMA,2021-03-03,21.26,22.8,21.04,21.82
UMA,2021-03-04,21.82,22.41,20.26,20.89
UMA,2021-03-05,20.89,20.93,19.44,20.13
UMA,2021-03-06,20.13,22.89,20.1,22.14
UMA,2021-03-07,22.14,22.5,21.17,22.22
UMA,2021-03-08,22.25,28.42,22.18,26.96
UMA,2021-03-09,26.96,28.89,25.4,27.31
UMA,2021-03-10,27.31,27.34,24.68,25.32
UMA,2021-03-11,25.32,25.6,23.9,24.45
UMA,2021-03-12,24.49,24.61,22.32,22.67
UMA,2021-03-13,22.67,26.94,22.06,25.47
UMA,2021-03-14,25.47,26.47,23.63,24.18
UMA,2021-03-15,24.18,25.58,22.66,23.94
UMA,2021-03-16,23.94,24.27,22.38,24.13
UMA,2021-03-17,24.13,24.57,23.01,23.86
UMA,2021-03-18,23.86,25.65,23.8,24.17
UMA,2021-03-19,24.17,26.02,23.95,25.47
UMA,2021-03-20,25.47,26.47,25.37,25.39
UMA,2021-03-21,25.39,25.49,24.49,25.23
UMA,2021-03-22,25.23,25.57,23.42,23.56
UMA,2021-03-23,23.56,24.19,22.84,23.0
UMA,2021-03-24,23.0,23.64,20.46,20.75
UMA,2021-03-25,20.71,21.26,19.82,19.85
UMA,2021-03-26,19.89,22.92,19.87,22.83
UMA,2021-03-27,22.83,23.47,21.7,21.76
UMA,2021-03-28,21.76,22.46,21.43,21.67
UMA,2021-03-29,21.67,23.19,21.58,22.72
UMA,2021-03-30,22.72,23.9,22.57,23.15
UMA,2021-03-31,23.15,26.23,22.61,24.72
UMA,2021-04-01,24.72,25.7,23.5,24.13
UMA,2021-04-02,24.13,25.86,23.62,25.36
UMA,2021-04-03,25.36,27.37,24.58,24.63
UMA,2021-04-04,24.63,25.97,24.18,25.47
UMA,2021-04-05,25.47,26.49,24.56,26.15
UMA,2021-04-06,26.15,27.27,25.22,25.27
UMA,2021-04-07,25.27,25.38,22.23,23.2
UMA,2021-04-08,23.2,24.76,23.05,24.41
UMA,2021-04-09,24.41,25.74,23.86,24.65
UMA,2021-04-10,24.65,29.3,24.43,28.06
UMA,2021-04-11,28.06,29.21,26.56,27.07
UMA,2021-04-12,27.07,27.64,25.67,27.23
UMA,2021-04-13,27.23,27.9,26.35,26.66
UMA,2021-04-14,26.66,26.69,25.19,26.59
UMA,2021-04-15,26.59,31.73,26.07,29.81
UMA,2021-04-16,29.81,29.96,27.24,29.08
UMA,2021-04-17,29.08,30.96,27.8,28.52
UMA,2021-04-18,28.5,33.06,23.71,32.86
UMA,2021-04-19,32.86,33.39,25.73,26.74
UMA,2021-04-20,26.81,29.19,25.19,28.3
UMA,2021-04-21,28.3,29.12,25.0,25.34
UMA,2021-04-22,25.34,27.24,24.28,25.13
UMA,2021-04-23,25.16,25.2,20.82,23.34
UMA,2021-04-24,23.31,23.33,20.58,20.74
UMA,2021-04-25,20.74,26.42,20.28,23.29
UMA,2021-04-26,23.29,27.16,23.24,25.08
UMA,2021-04-27,25.08,26.75,24.75,26.12
UMA,2021-04-28,26.12,26.58,24.29,25.08
UMA,2021-04-29,25.08,26.02,24.17,24.94
UMA,2021-04-30,24.94,25.95,24.62,25.36
UMA,2021-05-01,25.36,28.58,25.14,26.86
UMA,2021-05-02,26.86,27.16,25.27,25.79
UMA,2021-05-03,25.79,27.09,25.75,26.69
UMA,2021-05-04,26.69,26.93,23.1,24.08
UMA,2021-05-05,24.08,25.97,23.79,25.93
UMA,2021-05-06,25.93,26.44,24.54,25.34
UMA,2021-05-07,25.34,26.49,24.21,25.35
UMA,2021-05-08,25.35,27.28,24.89,26.9
UMA,2021-05-09,26.9,27.05,25.15,25.64
UMA,2021-05-10,25.63,32.25,24.57,28.79
UMA,2021-05-11,28.81,32.07,26.12,29.0
UMA,2021-05-12,29.0,30.41,25.8,25.86
UMA,2021-05-13,25.86,27.32,22.96,24.45
UMA,2021-05-14,24.45,27.73,24.35,27.71
UMA,2021-05-15,27.71,27.71,23.57,23.62
UMA,2021-05-16,23.64,26.5,22.27,24.5
UMA,2021-05-17,24.5,24.55,20.95,21.7
UMA,2021-05-18,21.71,26.01,21.55,24.88
UMA,2021-05-19,24.85,25.66,13.37,16.13
UMA,2021-05-20,16.15,18.92,14.88,18.0
UMA,2021-05-21,18.0,18.64,13.56,15.08
UMA,2021-05-22,15.08,15.44,13.35,13.61
UMA,2021-05-23,13.61,14.03,9.415,11.72
UMA,2021-05-24,11.72,14.42,11.09,14.2
UMA,2021-05-25,14.2,14.9,12.86,14.4
UMA,2021-05-26,14.4,16.09,14.06,15.75
UMA,2021-05-27,15.75,15.84,14.07,14.52
UMA,2021-05-28,14.52,14.63,12.8,13.23
UMA,2021-05-29,13.23,13.82,11.58,12.17
UMA,2021-05-30,12.17,13.37,11.59,12.79
UMA,2021-05-31,12.79,14.05,12.15,13.85
UMA,2021-06-01,13.85,14.32,13.05,13.65
UMA,2021-06-02,13.65,14.7,13.18,14.06
UMA,2021-06-03,14.06,15.3,13.87,14.62
UMA,2021-06-04,14.62,17.96,14.62,16.29
UMA,2021-06-05,16.29,16.74,15.0,15.2
UMA,2021-06-06,15.2,15.58,14.79,14.86
UMA,2021-06-07,14.86,15.6,13.17,13.37
UMA,2021-06-08,13.37,13.6,11.86,12.85
UMA,2021-06-09,12.85,13.48,12.27,13.01
UMA,2021-06-10,13.01,13.6,12.0,12.38
UMA,2021-06-11,12.38,12.52,11.16,11.24
UMA,2021-06-12,11.24,11.63,10.66,11.29
UMA,2021-06-13,11.29,11.95,10.93,11.88
UMA,2021-06-14,11.88,12.58,11.37,12.44
UMA,2021-06-15,12.44,13.0,12.13,12.54
UMA,2021-06-16,12.54,13.11,11.83,11.96
UMA,2021-06-17,11.96,12.37,11.45,11.82
UMA,2021-06-18,11.82,11.98,10.48,10.82
UMA,2021-06-19,10.82,11.07,10.67,10.73
UMA,2021-06-20,10.73,11.02,9.75,10.74
UMA,2021-06-21,10.74,10.79,8.511,8.567
UMA,2021-06-22,8.567,8.978,7.492,8.796
UMA,2021-06-23,8.796,9.409,8.609,8.837
UMA,2021-06-24,8.837,9.175,8.544,9.135
UMA,2021-06-25,9.135,9.384,7.941,8.074
UMA,2021-06-26,8.074,8.354,7.567,7.948
UMA,2021-06-27,7.948,8.391,7.855,8.391
UMA,2021-06-28,8.391,8.856,8.287,8.68
UMA,2021-06-29,8.68,9.187,8.585,8.931
UMA,2021-06-30,8.931,11.36,8.852,9.927
UMA,2021-07-01,9.927,9.929,9.005,9.102
UMA,2021-07-02,9.102,9.174,8.42,8.761
UMA,2021-07-03,8.761,9.613,8.71,9.386
UMA,2021-07-04,9.386,10.42,9.186,9.867
UMA,2021-07-05,9.867,9.902,9.149,9.455
UMA,2021-07-06,9.455,10.48,9.447,9.877
UMA,2021-07-07,9.877,10.74,9.711,9.917
UMA,2021-07-08,9.917,9.917,9.127,9.339
UMA,2021-07-09,9.339,9.465,8.911,9.254
UMA,2021-07-10,9.254,9.427,8.888,9.031
UMA,2021-07-11,9.031,9.536,8.8,9.308
UMA,2021-07-12,9.308,9.846,8.733,8.897
UMA,2021-07-13,8.897,8.926,8.357,8.424
UMA,2021-07-14,8.424,8.718,8.008,8.573
UMA,2021-07-15,8.573,8.732,7.994,8.145
UMA,2021-07-16,8.145,9.484,8.145,8.53
UMA,2021-07-17,8.53,8.665,8.124,8.226
UMA,2021-07-18,8.226,9.097,8.172,8.348
UMA,2021-07-19,8.348,8.502,7.841,7.844
UMA,2021-07-20,7.844,8.013,7.282,7.6
UMA,2021-07-21,7.6,8.216,7.324,8.019
UMA,2021-07-22,8.019,8.595,7.905,8.514
UMA,2021-07-23,8.514,8.647,8.064,8.472
UMA,2021-07-24,8.472,8.659,8.312,8.5
UMA,2021-07-25,8.5,8.559,8.162,8.438
UMA,2021-07-26,8.438,9.326,8.379,8.637
UMA,2021-07-27,8.637,8.728,8.26,8.615
UMA,2021-07-28,8.615,9.225,8.353,8.563
UMA,2021-07-29,8.563,9.05,8.448,8.971
UMA,2021-07-30,8.971,9.195,8.289,8.839
UMA,2021-07-31,8.839,9.171,8.597,9.095
UMA,2021-08-01,9.095,9.305,8.75,8.809
UMA,2021-08-02,8.809,9.022,8.558,8.666
UMA,2021-08-03,8.666,8.874,8.397,8.436
UMA,2021-08-04,8.436,9.394,8.293,9.206
UMA,2021-08-05,9.206,10.12,9.092,9.525
UMA,2021-08-06,9.525,10.51,9.418,9.918
UMA,2021-08-07,9.918,10.5,9.767,10.29
UMA,2021-08-08,10.29,10.38,9.301,9.458
UMA,2021-08-09,9.458,12.14,9.174,11.64
UMA,2021-08-10,11.64,12.05,10.64,11.14
UMA,2021-08-11,11.14,12.26,10.99,11.21
UMA,2021-08-12,11.34,11.35,10.29,10.72
UMA,2021-08-13,10.72,12.15,10.63,11.91
UMA,2021-08-14,11.91,12.0,11.12,11.95
UMA,2021-08-15,11.95,12.81,11.62,12.22
UMA,2021-08-16,12.22,12.82,11.64,11.7
UMA,2021-08-17,11.7,13.95,11.28,11.37
UMA,2021-08-18,11.37,12.04,10.98,11.35
UMA,2021-08-19,11.35,12.58,11.18,12.34
UMA,2021-08-20,12.34,12.76,12.08,12.74
UMA,2021-08-21,12.74,15.29,12.24,14.69
